,ThreadlineId,StartTime,EndTime,FaultLevel,FaultTypeName
0,143000067,2023-06-11 23:41:27.400,2023-06-12 00:00:27.400,2,Attalus Sensor Error
1,143000014,2023-06-11 23:44:18.200,2023-06-12 00:02:43.200,2,Process Instability Amp Mag (Package)
2,143000013,2023-06-11 23:44:18.200,2023-06-12 00:02:43.200,2,Process Instability Amp Mag (Package)
3,143000013,2023-06-11 23:44:18.200,2023-06-12 00:02:53.200,2,Amp Mag Drift
4,143000018,2023-06-11 23:44:19.200,2023-06-12 00:02:44.000,2,Process Instability Amp Mag (Package)
5,143000017,2023-06-11 23:44:19.200,2023-06-12 00:02:44.000,2,Process Instability Amp Mag (Package)
6,143000018,2023-06-11 23:44:19.200,2023-06-12 00:02:54.000,2,Amp Mag Drift
7,143000017,2023-06-11 23:44:19.200,2023-06-12 00:02:54.000,1,Amp Mag Drift
8,143000104,2023-06-11 23:54:33.400,2023-06-12 00:16:06.400,1,Amp Package Shift
9,143000108,2023-06-11 23:54:36.400,2023-06-12 00:16:08.400,1,Amp Package Shift
10,143000099,2023-06-11 23:55:14.600,2023-06-12 00:16:14.800,2,Amp Mag Drift
11,143000086,2023-06-11 23:57:03.600,2023-06-12 00:11:04.200,2,Process Instability Amp Mag (Package)
12,143000085,2023-06-11 23:57:03.600,2023-06-12 00:11:04.200,2,Process Instability Amp Mag (Package)
13,143000090,2023-06-11 23:57:06.000,2023-06-12 00:11:07.000,2,Process Instability Amp Mag (Package)
14,143000089,2023-06-11 23:57:06.000,2023-06-12 00:11:07.000,2,Process Instability Amp Mag (Package)
15,143000170,2023-06-11 23:57:50.000,2023-06-12 00:13:26.800,2,Reference - Node
16,143000171,2023-06-11 23:58:05.000,2023-06-12 00:01:05.000,2,Short Doff - Restring
17,143000170,2023-06-11 23:58:05.000,2023-06-12 00:01:50.000,2,Short Doff - Restring
18,143000081,2023-06-11 23:58:06.200,2023-06-12 00:18:12.800,1,Amp Package Shift
19,143000076,2023-06-11 23:58:09.400,2023-06-12 00:18:13.600,1,Amp Package Shift
20,143000009,2023-06-11 23:58:11.800,2023-06-12 00:02:14.800,2,Amp Mag Drift
21,143000008,2023-06-11 23:58:11.800,2023-06-12 00:02:14.800,2,Amp Mag Drift
22,143000004,2023-06-11 23:58:14.000,2023-06-12 00:02:11.000,2,Amp Mag Drift
23,143000005,2023-06-11 23:58:14.000,2023-06-12 00:02:11.800,2,Amp Mag Drift
24,143000081,2023-06-11 23:58:38.400,2023-06-12 00:18:02.800,1,Process Instability Amp Mag (Package)
25,143000077,2023-06-11 23:58:41.600,2023-06-12 00:18:03.600,2,Process Instability Amp Mag (Package)
26,143000058,2023-06-11 23:58:43.400,2023-06-12 00:18:07.600,2,Process Instability Amp Mag (Package)
27,143000059,2023-06-11 23:58:43.400,2023-06-12 00:18:17.600,2,Amp Mag Drift
28,143000058,2023-06-11 23:58:43.400,2023-06-12 00:18:17.600,2,Amp Mag Drift
29,143000063,2023-06-11 23:58:45.400,2023-06-12 00:18:10.200,2,Process Instability Amp Mag (Package)
30,143000063,2023-06-11 23:58:45.400,2023-06-12 00:18:20.200,2,Amp Mag Drift
31,143000062,2023-06-11 23:58:45.400,2023-06-12 00:18:20.200,2,Amp Mag Drift
32,143000170,2023-06-11 23:58:50.000,2023-06-12 00:12:50.000,2,Low Tack
33,143000067,2023-06-12 00:00:49.600,2023-06-12 00:19:49.600,2,Attalus Sensor Error
34,143000140,2023-06-12 00:01:39.600,2023-06-12 00:05:19.600,2,Short Doff - Restring
35,143000139,2023-06-12 00:01:39.600,2023-06-12 00:05:24.600,2,Short Doff - Restring
36,143000144,2023-06-12 00:01:43.800,2023-06-12 00:05:23.800,2,Short Doff - Restring
37,143000143,2023-06-12 00:01:43.800,2023-06-12 00:05:28.800,2,Short Doff - Restring
38,143000171,2023-06-12 00:02:09.800,2023-06-12 00:03:09.800,2,Step Change Amp Mag
39,143000170,2023-06-12 00:02:50.200,2023-06-12 00:12:50.200,2,Step Change Amp Mag
40,143000014,2023-06-12 00:03:30.600,2023-06-12 00:21:55.600,1,Process Instability Amp Mag (Package)
41,143000013,2023-06-12 00:03:30.600,2023-06-12 00:21:55.600,1,Process Instability Amp Mag (Package)
42,143000014,2023-06-12 00:03:30.600,2023-06-12 00:22:05.600,1,Amp Mag Drift
43,143000018,2023-06-12 00:03:31.400,2023-06-12 00:21:56.400,2,Process Instability Amp Mag (Package)
44,143000017,2023-06-12 00:03:31.400,2023-06-12 00:21:56.400,2,Process Instability Amp Mag (Package)
45,143000018,2023-06-12 00:03:31.400,2023-06-12 00:22:06.400,2,Amp Mag Drift
46,143000017,2023-06-12 00:03:31.400,2023-06-12 00:22:06.400,2,Amp Mag Drift
47,143000131,2023-06-12 00:04:47.200,2023-06-12 00:07:42.200,2,Short Doff - Restring
48,143000130,2023-06-12 00:04:47.200,2023-06-12 00:07:42.200,2,Short Doff - Restring
49,143000135,2023-06-12 00:05:02.200,2023-06-12 00:07:42.200,2,Short Doff - Restring
50,143000134,2023-06-12 00:05:02.200,2023-06-12 00:08:47.200,2,Short Doff - Restring
51,143000095,2023-06-12 00:07:12.600,2023-06-12 00:09:12.600,1,Amp Mag Drift Within Package 
52,143000099,2023-06-12 00:07:14.600,2023-06-12 00:13:14.600,1,Amp Mag Drift Within Package 
53,143000086,2023-06-12 00:11:51.600,2023-06-12 00:25:52.400,2,Process Instability Amp Mag (Package)
54,143000085,2023-06-12 00:11:51.600,2023-06-12 00:25:52.400,2,Process Instability Amp Mag (Package)
55,143000090,2023-06-12 00:11:54.200,2023-06-12 00:25:55.200,2,Process Instability Amp Mag (Package)
56,143000089,2023-06-12 00:11:54.200,2023-06-12 00:25:55.200,2,Process Instability Amp Mag (Package)
57,143000144,2023-06-12 00:12:28.800,2023-06-12 00:13:28.800,2,Step Change Amp Mag
58,143000171,2023-06-12 00:13:45.800,2023-06-12 00:14:20.600,2,Reference - Node
59,143000170,2023-06-12 00:13:45.800,2023-06-12 00:14:20.600,2,Reference - Node
60,143000103,2023-06-12 00:16:18.600,2023-06-12 00:16:28.600,2,Winder Issue
61,143000095,2023-06-12 00:16:31.800,2023-06-12 00:27:51.600,1,Amp Package Shift
62,143000094,2023-06-12 00:16:31.800,2023-06-12 00:27:52.400,1,Amp Package Shift
63,143000099,2023-06-12 00:16:33.800,2023-06-12 00:27:42.000,1,Amp Package Shift
64,143000098,2023-06-12 00:16:33.800,2023-06-12 00:27:51.400,1,Amp Package Shift
65,143000144,2023-06-12 00:17:28.800,2023-06-12 00:20:28.800,2,Step Change Amp Mag
66,143000077,2023-06-12 00:18:53.200,2023-06-12 00:38:15.400,2,Process Instability Amp Mag (Package)
67,143000076,2023-06-12 00:18:53.200,2023-06-12 00:38:15.400,1,Process Instability Amp Mag (Package)
68,143000058,2023-06-12 00:18:54.800,2023-06-12 00:38:18.600,2,Process Instability Amp Mag (Package)
69,143000058,2023-06-12 00:18:54.800,2023-06-12 00:38:28.600,2,Amp Mag Drift
70,143000063,2023-06-12 00:18:57.400,2023-06-12 00:38:22.000,2,Process Instability Amp Mag (Package)
71,143000062,2023-06-12 00:18:57.400,2023-06-12 00:38:22.000,1,Process Instability Amp Mag (Package)
72,143000067,2023-06-12 00:20:11.600,2023-06-12 00:39:11.600,2,Attalus Sensor Error
73,143000009,2023-06-12 00:20:48.200,2023-06-12 00:20:52.600,2,False Doff Winder Signal
74,143000008,2023-06-12 00:20:48.200,2023-06-12 00:20:52.600,2,False Doff Winder Signal
75,143000005,2023-06-12 00:21:08.600,2023-06-12 00:21:13.200,2,False Doff Winder Signal
76,143000004,2023-06-12 00:21:08.600,2023-06-12 00:21:13.200,2,False Doff Winder Signal
77,143000140,2023-06-12 00:22:36.600,2023-06-12 00:44:09.800,1,Amp Package Shift
78,143000139,2023-06-12 00:22:36.600,2023-06-12 00:44:09.800,1,Amp Package Shift
79,143000013,2023-06-12 00:22:43.000,2023-06-12 00:24:42.800,2,Amp Mag Drift
80,143000143,2023-06-12 00:22:49.000,2023-06-12 00:44:21.400,1,Amp Package Shift
81,143000166,2023-06-12 00:23:26.600,2023-06-12 00:27:06.600,2,Short Doff - Restring
82,143000167,2023-06-12 00:23:26.600,2023-06-12 00:27:11.600,2,Short Doff - Restring
83,143000171,2023-06-12 00:23:30.600,2023-06-12 00:27:15.600,2,Short Doff - Restring
84,143000170,2023-06-12 00:23:30.600,2023-06-12 00:27:15.600,2,Short Doff - Restring
85,143000086,2023-06-12 00:26:39.600,2023-06-12 00:40:40.200,2,Process Instability Amp Mag (Package)
86,143000085,2023-06-12 00:26:39.600,2023-06-12 00:40:40.200,2,Process Instability Amp Mag (Package)
87,143000090,2023-06-12 00:26:42.600,2023-06-12 00:40:43.400,2,Process Instability Amp Mag (Package)
88,143000089,2023-06-12 00:26:42.600,2023-06-12 00:40:43.400,2,Process Instability Amp Mag (Package)
89,143000004,2023-06-12 00:27:08.000,2023-06-12 00:28:08.000,1,Step Change Amp Mag
90,143000004,2023-06-12 00:28:08.000,2023-06-12 00:29:08.000,2,Step Change Amp Mag
91,143000149,2023-06-12 00:28:58.800,2023-06-12 00:50:32.200,1,Amp Package Shift
92,143000148,2023-06-12 00:28:58.800,2023-06-12 00:50:32.200,1,Amp Package Shift
93,143000005,2023-06-12 00:31:08.200,2023-06-12 00:33:08.200,2,Step Change Amp Mag
94,143000005,2023-06-12 00:35:08.200,2023-06-12 00:38:08.200,2,Step Change Amp Mag
95,143000131,2023-06-12 00:35:35.400,2023-06-12 00:38:45.400,2,Short Doff - Restring
96,143000130,2023-06-12 00:35:35.400,2023-06-12 00:38:45.400,2,Short Doff - Restring
97,143000135,2023-06-12 00:35:47.400,2023-06-12 00:38:42.400,2,Short Doff - Restring
98,143000134,2023-06-12 00:35:47.400,2023-06-12 00:39:27.400,2,Short Doff - Restring
99,143000167,2023-06-12 00:37:05.200,2023-06-12 00:52:28.200,1,Amp Package Shift
100,143000166,2023-06-12 00:37:05.200,2023-06-12 00:52:28.200,1,Amp Package Shift
101,143000050,2023-06-12 00:38:04.200,2023-06-12 00:38:06.200,1,TL Break Detector
102,143000049,2023-06-12 00:38:04.200,2023-06-12 00:38:06.200,1,TL Break Detector
103,143000054,2023-06-12 00:38:04.400,2023-06-12 00:38:06.400,1,TL Break Detector
104,143000053,2023-06-12 00:38:04.400,2023-06-12 00:38:06.400,1,TL Break Detector
105,143000104,2023-06-12 00:38:17.000,2023-06-12 00:59:49.800,1,Amp Package Shift
106,143000103,2023-06-12 00:38:17.000,2023-06-12 00:59:49.800,1,Amp Package Shift
107,143000171,2023-06-12 00:38:18.600,2023-06-12 00:42:18.600,2,Step Change Amp Mag
108,143000009,2023-06-12 00:38:19.600,2023-06-12 00:55:36.200,1,Amp Package Shift
109,143000108,2023-06-12 00:38:19.600,2023-06-12 00:59:52.200,1,Amp Package Shift
110,143000107,2023-06-12 00:38:19.600,2023-06-12 00:59:52.200,1,Amp Package Shift
111,143000108,2023-06-12 00:38:51.800,2023-06-12 00:59:52.200,2,Amp Mag Drift
112,143000081,2023-06-12 00:39:01.800,2023-06-12 00:58:26.200,1,Process Instability Amp Mag (Package)
113,143000077,2023-06-12 00:39:04.800,2023-06-12 00:58:27.000,2,Process Instability Amp Mag (Package)
114,143000058,2023-06-12 00:39:05.800,2023-06-12 00:58:30.000,1,Process Instability Amp Mag (Package)
115,143000067,2023-06-12 00:39:33.800,2023-06-12 00:58:33.800,2,Attalus Sensor Error
116,143000095,2023-06-12 00:40:43.000,2023-06-12 00:40:56.400,2,Reference - Node
117,143000086,2023-06-12 00:41:27.600,2023-06-12 00:55:28.400,2,Process Instability Amp Mag (Package)
118,143000085,2023-06-12 00:41:27.600,2023-06-12 00:55:28.400,2,Process Instability Amp Mag (Package)
119,143000090,2023-06-12 00:41:30.800,2023-06-12 00:55:31.600,2,Process Instability Amp Mag (Package)
120,143000089,2023-06-12 00:41:30.800,2023-06-12 00:55:31.600,2,Process Instability Amp Mag (Package)
121,143000140,2023-06-12 00:44:29.000,2023-06-12 01:06:01.800,1,Amp Package Shift
122,143000139,2023-06-12 00:44:29.000,2023-06-12 01:06:01.800,1,Amp Package Shift
123,143000050,2023-06-12 00:44:30.600,2023-06-12 00:44:35.200,2,False Doff Winder Signal
124,143000049,2023-06-12 00:44:30.600,2023-06-12 00:44:35.200,2,False Doff Winder Signal
125,143000144,2023-06-12 00:44:40.600,2023-06-12 01:06:13.400,1,Amp Package Shift
126,143000054,2023-06-12 00:44:48.600,2023-06-12 00:44:53.200,2,False Doff Winder Signal
127,143000053,2023-06-12 00:44:48.600,2023-06-12 00:44:53.200,2,False Doff Winder Signal
128,143000095,2023-06-12 00:46:24.000,2023-06-12 00:46:56.200,2,Reference - Node
129,143000098,2023-06-12 00:46:35.400,2023-06-12 00:46:44.400,2,Reference - Node
130,143000095,2023-06-12 00:46:39.000,2023-06-12 00:46:54.000,2,Short Doff - Restring
131,143000094,2023-06-12 00:46:39.000,2023-06-12 00:46:54.000,2,Short Doff - Restring
132,143000148,2023-06-12 00:50:52.000,2023-06-12 01:12:24.400,1,Amp Package Shift
133,143000167,2023-06-12 00:52:46.800,2023-06-12 01:08:10.200,1,Amp Package Shift
134,143000050,2023-06-12 00:52:52.800,2023-06-12 00:58:52.800,2,Step Change Amp Mag
135,143000171,2023-06-12 00:52:59.400,2023-06-12 01:08:22.800,1,Amp Package Shift
136,143000170,2023-06-12 00:52:59.400,2023-06-12 01:08:22.800,1,Amp Package Shift
137,143000018,2023-06-12 00:53:16.400,2023-06-12 00:53:20.800,2,False Doff Winder Signal
138,143000018,2023-06-12 00:53:16.400,2023-06-12 00:53:20.800,2,Reference - Node
139,143000017,2023-06-12 00:53:16.400,2023-06-12 00:53:20.800,2,False Doff Winder Signal
140,143000017,2023-06-12 00:53:16.400,2023-06-12 00:53:20.800,2,Reference - Node
141,143000014,2023-06-12 00:53:32.800,2023-06-12 00:53:37.200,2,False Doff Winder Signal
142,143000013,2023-06-12 00:53:32.800,2023-06-12 00:53:37.200,2,False Doff Winder Signal
143,143000018,2023-06-12 00:53:58.200,2023-06-12 01:12:23.000,2,Process Instability Amp Mag (Package)
144,143000017,2023-06-12 00:53:58.200,2023-06-12 01:12:23.000,2,Process Instability Amp Mag (Package)
145,143000014,2023-06-12 00:54:14.400,2023-06-12 01:12:39.400,2,Process Instability Amp Mag (Package)
146,143000013,2023-06-12 00:54:14.400,2023-06-12 01:12:39.400,2,Process Instability Amp Mag (Package)
147,143000008,2023-06-12 00:55:41.200,2023-06-12 01:12:58.000,1,Amp Package Shift
148,143000086,2023-06-12 00:56:15.600,2023-06-12 01:10:16.400,2,Process Instability Amp Mag (Package)
149,143000085,2023-06-12 00:56:15.600,2023-06-12 01:10:16.400,2,Process Instability Amp Mag (Package)
150,143000090,2023-06-12 00:56:18.800,2023-06-12 01:10:20.000,2,Process Instability Amp Mag (Package)
151,143000089,2023-06-12 00:56:18.800,2023-06-12 01:10:20.000,2,Process Instability Amp Mag (Package)
152,143000014,2023-06-12 00:57:40.400,2023-06-12 00:59:40.400,2,Step Change Amp Mag
153,143000058,2023-06-12 00:58:45.200,2023-06-12 01:18:51.400,1,Amp Package Shift
154,143000067,2023-06-12 00:58:55.600,2023-06-12 01:17:55.600,2,Attalus Sensor Error
155,143000081,2023-06-12 00:59:13.600,2023-06-12 01:18:38.000,1,Process Instability Amp Mag (Package)
156,143000077,2023-06-12 00:59:16.600,2023-06-12 01:18:38.800,2,Process Instability Amp Mag (Package)
157,143000058,2023-06-12 00:59:17.400,2023-06-12 01:18:41.400,2,Process Instability Amp Mag (Package)
158,143000063,2023-06-12 00:59:21.400,2023-06-12 01:18:46.200,2,Process Instability Amp Mag (Package)
159,143000062,2023-06-12 00:59:21.400,2023-06-12 01:18:46.200,1,Process Instability Amp Mag (Package)
160,143000131,2023-06-12 01:00:11.200,2023-06-12 01:03:21.200,2,Short Doff - Restring
161,143000130,2023-06-12 01:00:11.200,2023-06-12 01:03:21.200,2,Short Doff - Restring
162,143000135,2023-06-12 01:00:22.000,2023-06-12 01:03:22.000,2,Short Doff - Restring
163,143000134,2023-06-12 01:00:22.000,2023-06-12 01:04:02.000,2,Short Doff - Restring
164,143000103,2023-06-12 01:00:41.800,2023-06-12 01:21:41.800,1,Amp Mag Drift
165,143000131,2023-06-12 01:04:23.800,2023-06-12 01:14:23.800,2,Anti Stat Dropped
166,143000131,2023-06-12 01:04:23.800,2023-06-12 01:15:23.800,2,Step Change Amp Mag
167,143000017,2023-06-12 01:06:38.400,2023-06-12 01:07:38.400,2,Step Change Amp Mag
168,143000167,2023-06-12 01:08:28.600,2023-06-12 01:23:52.200,1,Amp Package Shift
169,143000166,2023-06-12 01:08:28.600,2023-06-12 01:23:52.200,1,Amp Package Shift
170,143000017,2023-06-12 01:08:38.400,2023-06-12 01:11:38.400,2,Step Change Amp Mag
171,143000167,2023-06-12 01:09:00.800,2023-06-12 01:23:52.200,2,Amp Mag Drift
172,143000049,2023-06-12 01:10:06.000,2023-06-12 01:10:09.000,1,TL Break Detector
173,143000054,2023-06-12 01:10:07.200,2023-06-12 01:10:10.200,1,TL Break Detector
174,143000053,2023-06-12 01:10:07.200,2023-06-12 01:10:10.200,1,TL Break Detector
175,143000050,2023-06-12 01:10:08.200,2023-06-12 01:10:09.200,1,TL Break Detector
176,143000086,2023-06-12 01:11:03.800,2023-06-12 01:25:04.400,2,Process Instability Amp Mag (Package)
177,143000085,2023-06-12 01:11:03.800,2023-06-12 01:25:04.400,2,Process Instability Amp Mag (Package)
178,143000090,2023-06-12 01:11:07.200,2023-06-12 01:25:08.400,2,Process Instability Amp Mag (Package)
179,143000089,2023-06-12 01:11:07.200,2023-06-12 01:25:08.400,2,Process Instability Amp Mag (Package)
180,143000018,2023-06-12 01:12:38.200,2023-06-12 01:31:45.200,1,Amp Package Shift
181,143000017,2023-06-12 01:12:38.200,2023-06-12 01:31:45.200,1,Amp Package Shift
182,143000013,2023-06-12 01:12:54.600,2023-06-12 01:32:01.800,1,Amp Package Shift
183,143000008,2023-06-12 01:13:03.200,2023-06-12 01:30:19.800,1,Amp Package Shift
184,143000018,2023-06-12 01:13:10.400,2023-06-12 01:31:35.200,2,Process Instability Amp Mag (Package)
185,143000017,2023-06-12 01:13:10.400,2023-06-12 01:31:35.200,2,Process Instability Amp Mag (Package)
186,143000014,2023-06-12 01:13:26.800,2023-06-12 01:31:51.800,2,Process Instability Amp Mag (Package)
187,143000013,2023-06-12 01:13:26.800,2023-06-12 01:31:51.800,2,Process Instability Amp Mag (Package)
188,143000054,2023-06-12 01:16:00.200,2023-06-12 01:16:04.800,2,False Doff Winder Signal
189,143000053,2023-06-12 01:16:00.200,2023-06-12 01:16:04.800,2,False Doff Winder Signal
190,143000050,2023-06-12 01:16:15.200,2023-06-12 01:16:19.600,2,False Doff Winder Signal
191,143000049,2023-06-12 01:16:15.200,2023-06-12 01:16:19.600,2,False Doff Winder Signal
192,143000067,2023-06-12 01:18:18.000,2023-06-12 01:37:18.000,2,Attalus Sensor Error
193,143000058,2023-06-12 01:19:28.600,2023-06-12 01:38:52.800,1,Process Instability Amp Mag (Package)
194,143000063,2023-06-12 01:19:33.600,2023-06-12 01:38:58.400,1,Process Instability Amp Mag (Package)
195,143000062,2023-06-12 01:19:33.600,2023-06-12 01:38:58.400,1,Process Instability Amp Mag (Package)
196,143000108,2023-06-12 01:22:36.000,2023-06-12 01:43:36.400,2,Amp Mag Drift
197,143000167,2023-06-12 01:24:11.600,2023-06-12 01:39:34.200,1,Amp Package Shift
198,143000166,2023-06-12 01:24:11.600,2023-06-12 01:39:34.200,1,Amp Package Shift
199,143000086,2023-06-12 01:25:51.800,2023-06-12 01:39:52.600,2,Process Instability Amp Mag (Package)
200,143000085,2023-06-12 01:25:51.800,2023-06-12 01:39:52.600,2,Process Instability Amp Mag (Package)
201,143000090,2023-06-12 01:25:55.600,2023-06-12 01:39:56.600,2,Process Instability Amp Mag (Package)
202,143000089,2023-06-12 01:25:55.600,2023-06-12 01:39:56.600,2,Process Instability Amp Mag (Package)
203,143000131,2023-06-12 01:25:59.600,2023-06-12 01:51:37.800,1,Amp Package Shift
204,143000053,2023-06-12 01:26:27.000,2023-06-12 01:27:27.000,2,Step Change Amp Mag
205,143000050,2023-06-12 01:28:29.000,2023-06-12 01:30:29.000,2,Step Change Amp Mag
206,143000081,2023-06-12 01:28:48.600,2023-06-12 01:28:53.200,2,False Doff Winder Signal
207,143000080,2023-06-12 01:28:48.600,2023-06-12 01:28:53.200,2,False Doff Winder Signal
208,143000077,2023-06-12 01:29:06.200,2023-06-12 01:29:10.600,2,False Doff Winder Signal
209,143000076,2023-06-12 01:29:06.200,2023-06-12 01:29:10.600,2,False Doff Winder Signal
210,143000081,2023-06-12 01:29:30.400,2023-06-12 01:48:54.800,1,Process Instability Amp Mag (Package)
211,143000077,2023-06-12 01:29:50.000,2023-06-12 01:49:12.200,1,Process Instability Amp Mag (Package)
212,143000076,2023-06-12 01:29:50.000,2023-06-12 01:49:12.200,1,Process Instability Amp Mag (Package)
213,143000008,2023-06-12 01:30:25.000,2023-06-12 01:47:41.800,1,Amp Package Shift
214,143000017,2023-06-12 01:31:50.400,2023-06-12 01:50:57.200,1,Amp Package Shift
215,143000018,2023-06-12 01:32:22.600,2023-06-12 01:50:47.200,2,Process Instability Amp Mag (Package)
216,143000017,2023-06-12 01:32:22.600,2023-06-12 01:50:47.200,2,Process Instability Amp Mag (Package)
217,143000014,2023-06-12 01:32:39.200,2023-06-12 01:51:04.000,2,Process Instability Amp Mag (Package)
218,143000013,2023-06-12 01:32:39.200,2023-06-12 01:51:04.000,2,Process Instability Amp Mag (Package)
219,143000081,2023-06-12 01:37:15.800,2023-06-12 01:38:15.800,2,Step Change Amp Mag
220,143000067,2023-06-12 01:37:40.000,2023-06-12 01:56:40.000,2,Attalus Sensor Error
221,143000058,2023-06-12 01:39:40.200,2023-06-12 01:59:04.000,2,Process Instability Amp Mag (Package)
222,143000063,2023-06-12 01:39:45.800,2023-06-12 01:59:10.400,2,Process Instability Amp Mag (Package)
223,143000062,2023-06-12 01:39:45.800,2023-06-12 01:59:10.400,1,Process Instability Amp Mag (Package)
224,143000167,2023-06-12 01:39:53.400,2023-06-12 01:55:16.200,1,Amp Package Shift
225,143000166,2023-06-12 01:39:53.400,2023-06-12 01:55:16.200,1,Amp Package Shift
226,143000167,2023-06-12 01:40:25.600,2023-06-12 01:55:16.200,2,Amp Mag Drift
227,143000086,2023-06-12 01:40:39.800,2023-06-12 01:54:40.400,2,Process Instability Amp Mag (Package)
228,143000085,2023-06-12 01:40:39.800,2023-06-12 01:54:40.400,2,Process Instability Amp Mag (Package)
229,143000090,2023-06-12 01:40:44.000,2023-06-12 01:54:44.800,2,Process Instability Amp Mag (Package)
230,143000089,2023-06-12 01:40:44.000,2023-06-12 01:54:44.800,2,Process Instability Amp Mag (Package)
231,143000103,2023-06-12 01:43:46.000,2023-06-12 01:43:56.000,2,Winder Issue
232,143000008,2023-06-12 01:47:46.800,2023-06-12 02:05:03.400,1,Amp Package Shift
233,143000081,2023-06-12 01:49:10.000,2023-06-12 02:09:16.600,1,Amp Package Shift
234,143000077,2023-06-12 01:50:01.800,2023-06-12 02:09:23.800,1,Process Instability Amp Mag (Package)
235,143000076,2023-06-12 01:50:01.800,2023-06-12 02:09:23.800,1,Process Instability Amp Mag (Package)
236,143000188,2023-06-12 01:50:58.600,2023-06-12 01:53:34.800,2,Amp Mag Drift
237,143000189,2023-06-12 01:50:58.600,2023-06-12 01:53:36.000,2,Amp Mag Drift
238,143000018,2023-06-12 01:51:34.400,2023-06-12 02:09:59.600,2,Process Instability Amp Mag (Package)
239,143000017,2023-06-12 01:51:34.400,2023-06-12 02:09:59.600,2,Process Instability Amp Mag (Package)
240,143000014,2023-06-12 01:51:51.200,2023-06-12 02:10:16.200,2,Process Instability Amp Mag (Package)
241,143000013,2023-06-12 01:51:51.200,2023-06-12 02:10:16.200,2,Process Instability Amp Mag (Package)
242,143000089,2023-06-12 01:52:44.000,2023-06-12 01:54:44.000,2,Amp Mag Drift Within Package 
243,143000086,2023-06-12 01:55:27.800,2023-06-12 02:09:28.400,2,Process Instability Amp Mag (Package)
244,143000085,2023-06-12 01:55:27.800,2023-06-12 02:09:28.400,2,Process Instability Amp Mag (Package)
245,143000090,2023-06-12 01:55:32.000,2023-06-12 02:09:33.200,2,Process Instability Amp Mag (Package)
246,143000089,2023-06-12 01:55:32.000,2023-06-12 02:09:33.200,2,Process Instability Amp Mag (Package)
247,143000167,2023-06-12 01:55:35.000,2023-06-12 02:10:58.200,1,Amp Package Shift
248,143000067,2023-06-12 01:57:02.200,2023-06-12 02:16:02.200,2,Attalus Sensor Error
249,143000058,2023-06-12 01:59:51.200,2023-06-12 02:19:15.400,1,Process Instability Amp Mag (Package)
250,143000063,2023-06-12 01:59:57.600,2023-06-12 02:19:22.400,2,Process Instability Amp Mag (Package)
251,143000062,2023-06-12 01:59:57.600,2023-06-12 02:19:22.400,1,Process Instability Amp Mag (Package)
252,143000113,2023-06-12 02:04:20.000,2023-06-12 02:19:43.800,1,Amp Package Shift
253,143000112,2023-06-12 02:04:20.000,2023-06-12 02:19:43.800,1,Amp Package Shift
254,143000008,2023-06-12 02:05:08.600,2023-06-12 02:22:25.400,1,Amp Package Shift
255,143000185,2023-06-12 02:05:36.000,2023-06-12 02:22:51.000,2,Bundle R
256,143000184,2023-06-12 02:05:36.000,2023-06-12 02:22:51.000,2,Bundle R
257,143000189,2023-06-12 02:05:39.000,2023-06-12 02:23:02.000,2,Bundle R
258,143000188,2023-06-12 02:05:39.000,2023-06-12 02:23:02.000,2,Bundle R
259,143000184,2023-06-12 02:05:51.400,2023-06-12 02:09:31.400,2,Short Doff - Restring
260,143000185,2023-06-12 02:05:51.400,2023-06-12 02:09:36.400,2,Short Doff - Restring
261,143000188,2023-06-12 02:05:54.800,2023-06-12 02:09:34.800,2,Short Doff - Restring
262,143000189,2023-06-12 02:05:54.800,2023-06-12 02:09:39.800,2,Short Doff - Restring
263,143000108,2023-06-12 02:06:19.800,2023-06-12 02:27:20.400,2,Amp Mag Drift
264,143000107,2023-06-12 02:06:19.800,2023-06-12 02:27:20.400,1,Amp Mag Drift
265,143000184,2023-06-12 02:06:36.400,2023-06-12 02:08:36.400,2,Variable Fiber
266,143000188,2023-06-12 02:06:39.800,2023-06-12 02:08:39.800,2,Variable Fiber
267,143000189,2023-06-12 02:06:41.400,2023-06-12 02:08:41.400,2,Variable Fiber
268,143000185,2023-06-12 02:06:43.400,2023-06-12 02:08:43.400,2,Variable Fiber
269,143000077,2023-06-12 02:10:13.400,2023-06-12 02:29:35.600,1,Process Instability Amp Mag (Package)
270,143000076,2023-06-12 02:10:13.400,2023-06-12 02:29:35.600,1,Process Instability Amp Mag (Package)
271,143000086,2023-06-12 02:10:15.800,2023-06-12 02:24:16.600,2,Process Instability Amp Mag (Package)
272,143000085,2023-06-12 02:10:15.800,2023-06-12 02:24:16.600,2,Process Instability Amp Mag (Package)
273,143000090,2023-06-12 02:10:20.400,2023-06-12 02:24:21.400,2,Process Instability Amp Mag (Package)
274,143000089,2023-06-12 02:10:20.400,2023-06-12 02:24:21.400,2,Process Instability Amp Mag (Package)
275,143000189,2023-06-12 02:10:40.000,2023-06-12 02:13:40.000,2,Step Change Amp Mag
276,143000018,2023-06-12 02:10:46.800,2023-06-12 02:29:11.800,2,Process Instability Amp Mag (Package)
277,143000017,2023-06-12 02:10:46.800,2023-06-12 02:29:11.800,2,Process Instability Amp Mag (Package)
278,143000014,2023-06-12 02:11:03.600,2023-06-12 02:29:28.400,2,Process Instability Amp Mag (Package)
